asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category,text
6300215881,,5,"I don't know where this film lands in the ""all time best"" category but to me it is a true western classic. The only downer about this is no one has yet re-mastered it. Every version I've seen is muddy. I hope someone preserves this because it's awesome. Great actors. The plot grabs you almost immediately and holds you until the end. A truly great yarn! And, even if you don't particularly like westerns - I guarantee you'll like this one.","01 18, 2014",AY2JYSR0J62GJ,Collier,,A hidden classic,1390003200,FALSE,,Movies_and_TV,know film land time best category true western classic downer one yet every version see muddy hope someone preserve awesome great actor plot grab almost immediately hold end truly great yarn even particularly like western guarantee like one
6300215881,,1,Video and audio quality poor,"08 25, 2015",A2EWD53C9S41FD,Clinton Oden,,One Star,1440460800,TRUE,,Movies_and_TV,video audio quality poor
780622537,,3,Denzel always gives us a good performance. The movie seemed to be slow for me when I watched it. That might be more of a statement about me than the movie at that time.,"04 9, 2013",A3NB9K5OZXSVVW,Ronald,{'Format:': ' Amazon Video'},Denzel does well but...,1365465600,FALSE,,Movies_and_TV,denzel always give u good performance movie seem slow watch might statement movie time
6300214710,,5,"A classic 80s romantic comedy with awesome performance by Molly Ringwald  , Jon Cryer, James Spader , Annie Potts ,Harry Dean Stanton & Andrew McCarthy. The story is about a poor creative girl  and rich boy who likes her , but so does her friend Duckie & their friends bring pressure down on them. This movie is entertaining and funny & the last song in the music by OmD ( If you leave) is awesome. This movie shows us that even nerds , dorks, and outcasts can have a happy ending. This is must own classic!","02 23, 2015",A6GT5TSGPJYXP,Cody Reeves,{'Format:': ' VHS Tape'},"If you love Sixteen Candles , you will tickle pink over Pretty in pink!",1424649600,TRUE,,Movies_and_TV,classic 80 romantic comedy awesome performance molly ringwald jon cryer james spader annie potts harry dean stanton andrew mccarthy story poor creative girl rich boy like friend duckie friend bring pressure movie entertain funny last song music omd leave awesome movie show u even nerd dork outcast happy end must classic
079073124X,,5,"Eraser is a great action movie. Acting is pretty good, the story line is really,really good. This is one of my favorite arnold movies for sure. If you haven't seen it yet, you should.","12 17, 2009",A35ZK3M8L9JUPX,TREND700,{'Format:': ' Blu-ray'},Eraser,1261008000,FALSE,,Movies_and_TV,eraser great action movie acting pretty good story line really really good one favorite arnold movie sure see yet
800180429,,3,exciting,"08 10, 2014",A3MC8DL6M9KHUR,ronald bruckner,{'Format:': ' Blu-ray'},Three Stars,1407628800,FALSE,,Movies_and_TV,excite
981460224,,4,"This is a short video that is the basic,, in a nutshell version of the book. It is excellent in that it is very direct and clear in its explanations and examples.

The main thing I don't like about this video is that it is highly one-sided as far as the audience it is directed to. According the the actors or people in the video, only while, young, and wealthy people should watch this because that is all you see.

If the producers really wanted to spread the work and improve people's lives and the world, then they should have more variety in the video. Yes I know you can argue that only the privileged white people will buy this, but that is not what the material is aimed at - it appears, anyway.

Overall, the information is great, the production is lacking.","12 4, 2013",ACAXV4V8PBCE3,Texas Rose,{'Format:': ' Amazon Video'},Great info,1386115200,TRUE,,Movies_and_TV,short video basic nutshell version book excellent direct clear explanation main thing like video highly far audience direct accord actor people video young wealthy people watch producer really want spread work improve people life world variety video yes know argue privileged white people buy material aim appear information great production lack
792842111,,5,"This is one of my favorite films. Jonathan Demme did a brilliant job with this film. He tied all the elements of a good script and made it into a great film.  The acting by Jodie Foster and Anthony Hopkins is outstanding and they were perfectly cast. This is not your typical horror movie but a mix of pyschological terror and drama.  Jodie Foster plays the role of a young and determined Clarice Sterling  who is training to be an FBI agent.  Her boss gets her interested in a case which seems might fit her persona and may help her in the long run.  The case involves a psychopath they call Buffallo Bill (played by Ted Levine) who skins large woman. She takes the case and this is where we first get introduced to Dr. Hannibal Lector ( Anthony Hopkins) a renowned psychiatrist who went mad.  He is locked up in a maximum prison facilty in Maryland for the criminally insane.  Buffalo Bill was one of his patients and Clarice needs to slowly unravale the mystery behind the skinings, why they are happening, and help provide the FBI with a psycological profile of the killer. In order for her to do so she needs Dr. Lectors help.

Hannibal agrees to help but in the process he ""toys"" with  Clarices feelings and brings back her tortured past when she was a little girl. In order for Clarice to capture Buffalo Bill she must eventually confide in him, which she does.  Clarice tells Hannibal what happened to her  when she was young and how it effected her. Hannibal slowly gives out more clues about the killer. Clarice takes the information and investigates each of them thoroughly. You can tell how dedicated she is from this case from the beginning of the movie and throughout. I like how they made her female character so strong. Soon Clarice finds herself in a race against time because the killer has struck again and kidnapped a senators daughter.  Clarice asks Dr. Lector for the identification of this pyscopath in order to save the young girls life. In exchange for this information we are lead to believe that Dr. Lector will be transferred to a less maximum security prison where he can be more ""free"". This is when the movie gets really intense. Clarice is brilliant by putting the pieces of the puzzle slowly together. I don't want to give too much away. This is not for the weakhearted as there are some very gory scenes and intense images regarding what the serial killer actually does. Jodie Foster and Anthony Hopkins both won an oscar for this highy acclaimed movie in 1991 for Best Actor and Best Actress. Jonathen Demme also won for best director and the movie won best picture. I also recommend the book by Thomas Harris because it is as good as the movie. This DVD also offers 20 minutes of deleted scenes that never made it into the theatrical version and it has over an hours' worth of footage on how the movie was made. The moving making also includes interesting interviews by Jodi Foster, Anthony Hopkins, Ted Levine and many other people who were directly involved in this project a must see. They also reveal how certain props were used for scenes in the movie and how they had to do some research on how to make the movie shots look more realisitic.  This DVD has a photo gallery of scenes that were made during the movie altough they are mostly outtakes when the camera wasn't rolling. Overall I highly recommend this movie and it delivers everything we are afraid excists out there unbeknowsed to us.","09 26, 2005",AZAEN52HOZA7T,Reka Kovacs,{'Format:': ' DVD'},Silence Of The Lambs In The Best Physcological Thrillers Of the 90's a Must Have,1127692800,FALSE,3,Movies_and_TV,one favorite film jonathan demme brilliant job film tie element good script make great film acting jodie foster anthony hopkins outstanding perfectly cast typical horror movie mix pyschological terror drama jodie foster play role young determined clarice sterling train fbi agent bos get interested case seem might fit persona may help long run case involve psychopath call buffallo bill play ted levine skin large woman take case first get introduce hannibal lector anthony hopkins renowned psychiatrist go mad lock maximum prison facilty maryland criminally insane buffalo bill one patient clarice need slowly unravale mystery behind skinings happen help provide fbi psycological profile killer order need lector agree help process toys clarices feeling bring back tortured past little girl order clarice capture buffalo bill must eventually confide clarice tell hannibal happen young effect hannibal slowly give clue killer clarice take information investigate thoroughly tell dedicated case beginning movie throughout like make female character strong soon clarice find race time killer strike kidnap senator daughter clarice ask lector identification pyscopath order save young girl life exchange information lead believe lector transfer less maximum security prison free movie get really intense clarice brilliant put piece puzzle slowly together want give much away weakhearted gory scene intense image regard serial killer actually jodie foster anthony hopkins win oscar highy acclaim movie 1991 best actor best actress jonathen demme also win best director movie win best picture also recommend book thomas harris good movie dvd also offer 20 minute deleted scene never make theatrical version hour worth footage movie make move making also include interesting interview jodi foster anthony hopkins ted levine many people directly involve project must see also reveal certain prop use scene movie research make movie shot look realisitic dvd photo gallery scene make movie altough mostly outtake camera roll overall highly recommend movie deliver everything afraid excists unbeknowsed u
780630874,,3,this movie had some cool killings and it was really funny.just bad acting though.that's really what i expected,"03 20, 2000",A2W9J1ZCL5N1ZB,dude,{'Format:': ' VHS Tape'},this one's not bad for a sequel,953510400,FALSE,,Movies_and_TV,movie cool killing really bad act really expect
783229569,,1,stupid,"01 31, 2016",A22FT8NOOCH9HJ,WILLIAM REDMOND,{'Format:': ' Amazon Video'},One Star,1454198400,TRUE,,Movies_and_TV,stupid
800141660,,4,"Pre-Crouching Tiger, Hidden Dragon Ang Lee-directed film based on a Jane Austen novel. Like all Jane Austen adaptations, this is a period piece usually with a great deal to say about society and love. Kate Winslet and Emma Thompson are both more than appealing in their roles as the main characters. Winslet is the hopeless romantic, always getting her heart stolen and broken and coming ever so near the heroine's last breath, while her sister, played flawlessly by Thompson, is the older, more mature and settled one who tries her best to keep Winslet grounded. The book is full, like other Austen books, of misunderstandings and missed opportunities for love, and Ang Lee brings a beautiful sensitivity to the nuances of these relationships, which, in less capable hands, could come across in a crass and altogether unappealing fashion. Also stars Hugh Grant. ...","09 13, 2001",A84UFSF2SZS2W,EriKa,{'Format:': ' DVD'},"QUICK WIT, STYLISH ADAPTATION",1000339200,FALSE,,Movies_and_TV,tiger hidden dragon ang film base jane austen novel like jane austen adaptation period piece usually great deal say society love kate winslet emma thompson appeal role main character winslet hopeless romantic always get heart stolen broken come ever near heroine last breath sister play flawlessly thompson old mature settle one try best keep winslet ground book full like austen book misunderstanding missed opportunity love ang lee bring beautiful sensitivity nuance relationship less capable hand could come across crass altogether unappealing fashion also star hugh grant
800141660,,5,Best movie ever!!!,"03 30, 2016",A1JQLVQQUD0NR1,Karen,{'Format:': ' Amazon Video'},Five Stars,1459296000,TRUE,,Movies_and_TV,best movie ever
6301759079,,5,"This collection includes much more than was expected. We were expecting one copy of each of the listed titles but found, to our pleasant surprise, that all but one title was inclusive of multiple versions of that title.
 The Carousel title is inclusive of the American version of the movie, from the 1950s, plus Liliom, the French language, English subtitled, 1934, B&W version, upon which the American version of Carousel was based. Prior to seeing this, we were not aware of the 1934 video.
 The State Fair title includes the 1945 version, with Dana Andrews, Dick Haymes, Vivian Blaine and Jeanne Crain in the lead roles, as well as the 1962 version, with Pat Boone, Bobby Darin, Pamela Tiffen and Ann Margaret in the lead roles. Those familiar with the title will remember that there was an earlier, B&W version, from around 1933, with Will Rogers, as the family patriarch but I don't recall the other players. That 1933 version was not included in this DVD set. While the 1933 and 1945 versions retained the venue of State Fair in Iowa, the 1962 version chose to change the venue, to Texas, for no discernable reason. Each of the three versions has its strengths and weaknesses and each kept to the basic plan of the story but with wide variations, in the details and side issues.
 The South Pacific DVDs includes the Broadway version, at 157 minutes in length, as well as the road show version, which ran for 172 minutes.
 The first of the two Sound of Music DVDs contains the video, while the 2nd DVD contains a special introduction, by Julie Andrews, as well as additional background info, about the show, the characters, the von Trapp family and, for some reason, a Mia Farrow screen test.
 The Oklahoma DVDs contain the Broadway version of the video, on disk one, plus the slightly longer and full screen/wide screen, Todd-AO version, on disk two.
 The King and I also provides 2 DVDs, with disk one being the play and disk 2 providing interviews with the players, plus background info, about the show and performances.","02 24, 2014",AUN3NJUBVU6FK,G. Hungerford,{'Format:': ' DVD'},Much more than expected,1393200000,TRUE,21,Movies_and_TV,collection include much expect expect one copy listed title find pleasant surprise one title inclusive multiple version title carousel title inclusive american version movie 1950s plus liliom french language english subtitle 1934 b w version upon american version carousel base prior see aware 1934 video state fair title include 1945 version dana andrew dick haymes vivian blaine jeanne crain lead role well 1962 version pat boone bobby darin pamela tiffen ann margaret lead role familiar title remember early b w version around 1933 rogers family patriarch recall player 1933 version include dvd set 1933 1945 version retain venue state fair iowa 1962 version choose change venue texas discernable reason three version strength weakness kept basic plan story wide variation detail side issue south pacific dvd include broadway version 157 minute length well road show version run 172 minute first two sound music dvd contain video 2nd dvd contain special introduction julie andrew well additional background info show character von trapp family reason mia farrow screen test oklahoma dvd contain broadway version video disk one plus slightly longer full screen version disk two king also provide 2 dvd disk one play disk 2 provide interview player plus background info show performance
078060718X,,5,"This is one of my all time favorite films.

One of the film's novel twists is that it criticizes the beliefs of fundamentalists not by questioning their God's existence, but by asking whether their God's actions are fair.

The first 3/4 of the film follows a fairly typical religionist's  ""I was lost but now I'm found""  story line.

  The last part skillfully portrays the film's heroine coming to terms with the growing realization that her God's actions (or inaction in some instances) do not appear to be justified.
  The movie does this by placing her in situations somewhat reminiscent of the Biblical stories of Job and also Abraham & Isaac.

After a while it seems that God has abandoned her; or perhaps God is simply 'testing' her, and He is waiting for her to commit an act which involves a huge leap-of-faith.
She (as a good fundamentalist) chooses to believe the latter with bitter and tragic consequences.

Late in the film she meets another devout Christian who tells her that God is great because He forgives us for our sins,
her response is: ""Who forgives God?"".","12 26, 2006",A2WH490LOPQSAA,P. Neeley,{'Format:': ' DVD'},Is the God of Christian fundamentalists fair?,1167091200,FALSE,5,Movies_and_TV,one time favorite film novel twist criticize belief fundamentalist question god existence ask whether god action first film follow fairly typical religionist lose find story line last part skillfully portray film heroine come term grow realization god action inaction instance appear justify movie place situation somewhat reminiscent biblical story job also abraham seem god abandon perhaps god simply wait commit act involve huge good fundamentalist choose believe latter bitter tragic film meet another devout christian tell god great forgive u sin response forgive god
792844718,,4,"There's a reason why Michael Keaton is one of my favorite comedic actors: he's simply so good. Keaton plays an out of work dad who has to take over the household duties while his wife brings home the bacon. The subplots have Keaton's wife, Teri Garr, being pursued by her boss and Keaton being pursued by a woman in the neighborhood.

The funniest part is when Keaton is dreaming his wife has caught him with another woman and has shot him. The scene plays out to the theme from The Young and the Restless as Garr's boss shows up to ask her what kind of gun she used. Garr: ""A .38, a .39, whatever it took."" After Keaton gets shot, he slides within a chalk outline of a dead body while showing disgust over his favorite shirt being ruined by the bullet.

Mr. Mom is a thoroughly funny and enjoyable film.","06 12, 2006",A2Y1SCM930PZI7,Jabberwocky,{'Format:': ' DVD'},Mr. Mommie Dearest,1150070400,FALSE,2,Movies_and_TV,reason michael keaton one favorite comedic actor simply good keaton play work dad take household duty wife bring home bacon subplots keaton wife teri garr pursue bos keaton pursue woman funny part keaton dream wife catch another woman shoot scene play theme young restless garr bos show ask kind gun use garr whatever take keaton get shot slide within chalk outline dead body show disgust favorite shirt ruin mom thoroughly funny enjoyable film
6300248097,,3,"It had been too long since I watched this film.  We loved Romancing the Stone, but Jewel of the Nile lacks what Romancing the Stone had.  It's okay.","04 10, 2013",ARHGIT6KRY20P,home-to-school,{'Format:': ' DVD'},It's Okay,1365552000,TRUE,,Movies_and_TV,long since watch film love romance stone jewel nile lack romance stone okay
6301967070,,5,This is a very good movie ..simple and sweet romance during war time ..Audio and Video is very good for Black and White movie ..I have been wanting it ..when it came available for sale..  I do not take a chance ..I get it,"02 13, 2015",AD605PSY8L3LC,Just Pat,{'Format:': ' DVD'},Good movie,1423785600,TRUE,,Movies_and_TV,good movie sweet romance war time video good black white movie want come available take chance get
6300183513,,5,"It may be open to question whether 'Rear Window' (1954) is a better movie than 'On The Waterfront' (winner of 1954 Best Picture Oscar), but what cannot be denied is the fact that 'Rear Window' is an Oscar grade material. It is superb story unfolding details of a murder of a wife by her husband in parallel with unfolding of a romantic and passionate relationship of another budding couple. Yes, James Stewart looks too old to be a bachelor photographer but that could not rob him and the screen of his charming personality. Stewart and Kelly looks at the different tenants of the apartment complex and finds in them one of the possibility of their own relationship - boy leaves girl alone, boy without a lady, married couple but with little match, happily married or at the bottom of a relationship so as to kill the wife. Stewart/Kelly pursues the worst combination but comes out - expectantly - as the best one. These two opposite threads run throughout the film to finish with a very subtle and beautiful ending, marking Hitchcock's mastery of story telling. One of my all time favorite.","01 29, 2010",A2BS9YVLPGQZ3I,Gautam De,{'Format:': ' DVD'},Oscar Grade Romantic Thriller,1264723200,FALSE,2,Movies_and_TV,may open question whether window 1954 good movie waterfront winner 1954 best picture oscar deny fact window oscar grade material superb story unfold detail murder wife husband parallel unfolding romantic passionate relationship another bud couple yes james stewart look old bachelor photographer could rob screen charm personality stewart kelly look different tenant apartment complex find one possibility relationship boy leave girl alone boy without lady married couple little match happily marry bottom relationship kill wife pursue bad combination come expectantly best one two opposite thread run throughout film finish subtle beautiful end mark hitchcock mastery story tell one time favorite
792160932,,5,"Volume 11 of Star Trek contains two classic sci-fi episodes that have both well developed and entertaining plots.  This pair of episodes truly bring out the greatness of the Star Trek Original Series.  Whether it's quirky comical moments in TOMORROW IS YESTERDAY or all out bizarre humanoid behaviour in RETURN OF THE ARCHONS, Volume 11 is sci-fi at it's best.
The first episode here TOMORROW IS YESTERDAY is a personal favourite of mine.  This was one of the first Trek episodes to deal with time travel.  The Enterprise goes into a black hole that takes them back to the late 1960's.  There the crew confronts a US Fighter Pilot and is forced to beam the man aboard after his jet is destroyed by the ship's tractor beam.  The pilot's name is Cpt. Christopher (played by Roger Perry) and Kirk realizes that he cannot return the young Captain to Earth because it may alter the course of time with his knowing of the Enterprise however Cpt. Christopher refuses to stay and tries to escape this leads to more problems on the Enterprise.  The whole time travel plot was fairly good and the man on the moon thing was quite accurate to the timew period: the late 1960's.  Comical moments include Kirk run in with the flirtatious computer as well as the Sgt.'s tour aboard the Enterprise(you'll know what i mean if you have seen the episode).  This truly is a classic!
The other episode here is THE RETURN OF THE ARCHONS.  Kirk and the crew visit a planet ruled by Landru a so called god who controls the minds of his people and punishs those who are not of the body.  The episode has a bizarre yet interesting and enterating plot about mind controlling.  It is so strange when Landru reveals what he actually is but not suprising when you see the way his minions act under his control.  Another classic Trek episode
but I prefer TOMMOROW IS YESTERDAY over this just slightly more.
Overall Volume 11 is a must.  Both Trek episodes have great science fiction elements that make these episodes special.  Truly some of the greater Trek adventures. Highly recommended!","07 9, 2002",A1G9IV3IBW8WMP,Jared Insell,{'Format:': ' DVD'},TWO CLASSIC SCI-FI TREK TALES!!!,1026172800,FALSE,2,Movies_and_TV,volume 11 star trek contain two classic episode well develop entertain plot pair episode truly bring greatness star trek original series whether quirky comical moment tomorrow yesterday bizarre humanoid behaviour return archons volume 11 first episode tomorrow yesterday personal favourite mine one first trek episode deal time travel enterprise go black hole take back late 1960 crew confront u fighter pilot force beam man aboard jet destroy ship tractor beam pilot name cpt christopher play roger perry kirk realize return young captain earth may alter course time knowing enterprise however cpt christopher refuse stay try escape lead problem enterprise whole time travel plot fairly good man moon thing quite accurate timew period late 1960 comical moment include kirk run flirtatious computer well sgt tour aboard enterprise know mean see episode truly classic episode return archons kirk crew visit planet rule landru call god control mind people punish body episode bizarre yet interesting enterating plot mind control strange landru reveal actually suprising see way minion act control another classic trek episodebut prefer tommorow yesterday slightly volume 11 must trek episode great science fiction element make episode special truly great trek adventure highly recommended
6300247236,,5,Still a very relevant movie today about office politics and bullying.  The only difference is that today the maniacal egotistical boss could also be played by a woman.,"06 11, 2013",AGCCC2EIE3QR7,NONRA,{'Format:': ' DVD'},LOVE IT!,1370908800,TRUE,,Movies_and_TV,still relevant movie today office politics bullying difference today maniacal egotistical bos could also play woman
6300185893,,3,"Another DeMille and Cooper effort. Talks about the relationship between Wild Bill Hicock, Buffalo Bill Cody and Calamity Jane. Not historically accurate and, unfortunately, not in color. The western takes on much more effect when in color. The story is less than the subject matter, though the acting is fine.","05 10, 2014",A5IPEZBOFCV5Q,James R. Morrella,{'Format:': ' DVD'},THE PLAINSMAN,1399680000,TRUE,2,Movies_and_TV,another demille cooper effort talk relationship wild bill hicock buffalo bill cody calamity jane historically accurate unfortunately color western take much effect color story less subject matter though acting fine
6301161580,,5,"I disagree that this is a poor version - it's just different from the score and most staged productions.  The cut of the ""Willow Song"" was bad judgment, perhaps, but I found the flashbacks regarding his childhood and the ballet interesting and well done.  Zeffirelli always has the courage to be innovative and tries to bring some new vision to his productions.  I have all the filmed versions that are available and have this one on VHS and LD, therefore, have shared it with many friends and those new to opera.  Everyone just loved it without having a staged production to compare it to.  The staged production from Covent Garden, Solti and Te Kanawa is wonderful and highly recommended (5+ stars).  However, I liked the excellent performances in this movie, the settings and photograpy if not Domingo's makeup and teeth, which I can live with.  Katia, Placido and Justino were a great cast and did a very good job of acting and singing.  I feel it is a credible MOVIE version of this, which required dubbing.  It is one of my all time FAVORITE operas, (I've seen Placido perform live 25 times between LA and NY with various other cast members).  The best version is one from The Met with Placido, Fleming and Morris but not available commercially.  Write to The Met and request they release it for production on DVD - then the best would be available.  Placido wasn't totally pleased with this film either and it was shot at a sad time in his life as well, having just lost his beloved father.  I recommend this as a really good buy if you like opera movie videos.  It sure beats anything Hollywood has churned out in the last 10 years!  Thanks to Amazon for making all these opera videos available!  We Opera Buffs can never get enough of the sport and need videos to keep us going in between live performances! They are a great way to initiate others into a wonderful world for which they get little or no exposure in today's public ""educational"" system and crass mass media/ entertainment void.","08 10, 2001",A32U96RR2TCPA3,operamaryc,{'Format:': ' VHS Tape'},Zeffirelli's MOVIE version is different but worthy.,997401600,FALSE,14,Movies_and_TV,disagree poor version different score staged production cut willow song bad judgment perhaps find flashback regard childhood ballet interesting well zeffirelli always courage innovative try bring new vision production filmed version available one vhs ld therefore share many friend new opera everyone love without staged production compare staged production covent garden solti te kanawa wonderful highly recommend star however like excellent performance movie setting photograpy domingo makeup teeth live katia placido justino great cast good job act sing feel credible movie version require dubbing one time favorite opera see placido perform live 25 time la ny various cast member best version one met placido fleming morris available commercially write met request release production dvd best would available placido totally pleased film either shoot sad time life well lose beloved father recommend really good buy like opera movie video sure beat anything hollywood churn last 10 year thanks amazon make opera video available opera buff never get enough sport need video keep u go live performance great way initiate others wonderful world get little exposure today public educational system crass mass entertainment void
6301965663,,5,"Janie Barlow (Joan Crawford) is a dancer; she'll do anything to dance, including dance in a strip show. She's quite a beautiful girl, and despite her low standards, she draws the attention of a wealthy playboy Tod Newton (Franchot Tone). He uses his monetary influence to get her a small part in a big show, directed by Patch Gallagher (Clark Gable). He takes a shine to her, but hides it by being mean to her. She's torn between Tod and her career, which seems to be flourishing in front of her very eyes.

I've always loved Joan Crawford, especially the gorgeous Joan of the early '30s, so this movie is an absolute delight for me. It helps that two wonderful actors join her: hubby Franchot Tone and lover Clark Gable. They're flanked by some major stars making early film appearances: the Three Stooges, Fred Astaire, and Nelson Eddy. Not bad for an early musical. This one is pretty innovative too with all of the moving camera shots and Busby Berkeley-like dancing sequences. This film is completely saccharine and not the kind of film you learn something from, but it is completely entertaining and a joy to watch.

Also included on this DVD are two musical shorts featuring one or more of the Three Stooges. Plane Nuts stars Ted Healy and his Stooges in a cute short with the group in their very early stage. Each stooge is very funny in his own right, but it is interesting to see how differently they behaved when they first began. This short features popular music of the era. Roast Beef and Movies is a technicolor short featuring Curly Howard.","11 30, 2007",A37S3ACL57LN62,Samantha Glasser,{'Format:': ' DVD'},"""Occupation: Hipswinging!""",1196380800,FALSE,4,Movies_and_TV,janie barlow joan crawford dancer anything dance include dance strip show quite beautiful girl despite low standard draw attention wealthy playboy tod newton franchot tone use monetary influence get small part big show direct patch gallagher clark gable take shine hide mean torn tod career seem flourish front always love joan crawford especially gorgeous joan early movie absolute delight help two wonderful actor join hubby franchot tone lover clark gable flank major star make early film appearance three stooge fred astaire nelson eddy bad early musical one pretty innovative move camera shot busby dancing sequence film completely saccharine kind film learn something completely entertaining joy include dvd two musical short feature one three stooge plane nut star ted healy stooge cute short group early stage stooge funny right interest see differently behave first begin short feature popular music era roast beef movie technicolor short feature curly howard
790732181,,5,"Hey, this is another great movie from the great Jack Nicholson!!!! One Flew Over the Cuckoo's Nest is a raw, crazy, intense movie with a raw story!!! But it's great!!! Highly Recommended!!!!","11 11, 2014",A35GNQK1DC7WXU,Fluminense Rio,{'Format:': ' Amazon Video'},One Great Movie!!!!,1415664000,FALSE,,Movies_and_TV,hey another great movie great jack nicholson one flew cuckoo nest raw crazy intense movie raw story great highly recommended
078322687X,,5,Unbelievable... old school great.,"08 31, 2015",A2N0IOCQK69NQ,John Wilson,{'Format:': ' Blu-ray'},old school great.,1440979200,TRUE,,Movies_and_TV,unbelievable old school great
767023765,,5,This movie is one of the best on General Washington and the crossing of the Potomac!! A must for the history lover!,"06 10, 2014",AHPZM2KVOXRXS,Russell,{'Format:': ' DVD'},A great movie!,1402358400,TRUE,,Movies_and_TV,movie one best general washington crossing potomac must history lover
784013470,,5,"If you're super cynical, you might view Stir Of Echos as just a trumped up murder mystery with supernatural overtones and some oddly coincidental parallels to the Sixth Sense thrown in; (although I just recently found out  who might have been copying whom)! However, if you're honest, you'll have  to admit that Stir Of Echos is incredibly suspenseful (definitely Edge Of  The Seat stuff!) totally riveting, and far, far CREEPIER than the Sixth  Sense!  In this movie, (starring Kevin Bacon) the lead character is  hypontized on a drunken whim, at a party.  Afterwards, he starts  experiencing some very bizarre hallucinations as he realizes a  ""door"" to another world has been opened up in his brain!  As he  desperately tries to get to the bottom of these terrifying images and  visions he's seeing, he loses interest in his job, his family; everything!  An intriguing plot, that does not disappoint!  My opinion?  Watch it and  view for yourself!  (But DON'T watch it alone)!","04 11, 2000",A3LC2I812OWCKB,Amazon Customer,{'Format:': ' DVD'},5 STARS FOR SCARING ME OUT OF MY WITS!,955411200,FALSE,4,Movies_and_TV,super cynical might view stir echo trump murder mystery supernatural overtone oddly coincidental parallel sixth sense thrown although recently find might copy however honest admit stir echo incredibly suspenseful definitely edge seat stuff totally rivet far far creepy sixth sense movie star kevin bacon lead character hypontized drunken whim party afterwards start experience bizarre hallucination realize door another world open brain desperately try get bottom terrify image vision seeing lose interest job family everything intriguing plot disappoint opinion watch view watch alone
780635299,,5,"Wow...I have to tell you that as much as this was compared to other recent cocaine movies, like Traffic, this movie reminds me of nothing less than Goodfellas.  The characters are very much brothers from different mothers.  Very good comparison.  And to anyone who has entertained notions about Penelope Cruz' sexiness, you may be in for a rude surprise.
Having said that, since Tom Cruise and Penelope Cruz are dating, well, doesn't it take a special kind of ego for someone to date someone else because their last names are pronounced the same?","10 12, 2001",A3O60C5513YYD6,H. J. Spivack,{'Format:': ' DVD'},Really good,1002844800,FALSE,,Movies_and_TV,wow tell much compare recent cocaine movie like traffic movie remind nothing less goodfellas character much brother different mother good comparison anyone entertain notion penelope cruz sexiness may rude say since tom cruise penelope cruz date well take special kind ego someone date someone else last name pronounce
6301744128,,5,"This movie is about the casted out people dominated by men and the elite ones in a limited community dominated by women in the future.
The effects of the sounds and the environments in this movie are very special and the main case what is going about in this movie can be referred to the seventies","07 11, 2014",A1ZYIJ0ENKJ0A0,They Wijnands,{'Format:': ' DVD'},The total effects of these movie,1405036800,TRUE,,Movies_and_TV,movie cast people dominate men elite one limited community dominate woman effect sound environment movie special main case go movie refer seventy
6301039041,,3,This is even worse than Highway dragnet.  You've got to watch it to understand B movies from the period.,"05 30, 2015",A1982EC1Y8JZSH,Steverizer,{'Format:': ' Amazon Video'},Three Stars,1432944000,TRUE,,Movies_and_TV,even bad highway dragnet get watch understand b movie period
