asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category
B0009RF9DW,,5,"I just LOVE this body wash.  The smell is so fresh and clean, just what I was always searching for.  Too many other brands are just too floral or ""sweet"" for my taste, almost as though it's doubling as a perfume after the shower, but not this one.  It's so light and just...perfect.  I'm noticing a lot of reviews mentioning the reviewer's significant other loving the smell and I'm thinking maybe it's a guy thing to love a simple clean smell on a woman (not bathed in perfume) because my husband loves the faint smell of this body wash after I take a shower.  Last thing I'll mention is how I love that this body wash does not dry out my skin.  I have very dry skin, and usually the combination of a hot shower and body wash leaves my skin red and itchy.  After using this, I can either forgo the lotion after my shower or just use a light moisturizer.  Favorite body wash, hands down.","07 11, 2012",A1GO71H0UB95WN,Breanne,{'Size:': ' 24 oz.'},"Light, fresh smell that does not dry you out",1341964800,False,,All_Beauty
B0009RF9DW,,5,LOVE IT!  The smell is intoxicating - reminds me of my fun time spent in Sicily every time I use it!  Think it would be great for men or women.  The bar soap is also yummy.  Would love some shampoo or perfume if they made it...,"08 9, 2015",A3C5QWL1FYGL8L,Q,{'Size:': ' 8'},A+,1439078400,True,,All_Beauty
B000URXP6E,,5,Happy with the product!,"04 13, 2018",AX19QD7S32O5W,Richard Day,{'Size:': ' Multiset'},Five Stars,1523577600,True,,All_Beauty
B00006L9LC,,5,Every year we vacation on a lake and the kids love to wash their hair in the lake.  This shampoo and conditioner is perfect!!,"08 24, 2015",A3IRJA2MBOJ411,Anne F. Batty,{'Size:': ' 13 Fl. Oz'},Perfect!!,1440374400,True,,All_Beauty
B0009RF9DW,,5,The BEST lavender projects are from Perelier. Love all of their products,"10 13, 2015",A1AFK6DIZFYQ2V,jane,{'Size:': ' 97'},Five Stars,1444694400,True,,All_Beauty
B00006L9LC,,1,"This really dries out my hair and makes it feel even thinner than it already is. The smell is nice, but consistency is pretty much water. I honestly think most of the reviews are false ","04 6, 2018",A1J7I5095JBHH,Nicolette,{'Size:': ' Small'},"The smell is nice, but consistency is pretty much water",1522972800,True,2,All_Beauty
B00006L9LC,,5,Love the this 2-1 shampoo and conditioner.  Does wonders for my hair and enjoy using it.,"07 12, 2016",A3KL6I6EWV0MF6,Jenephil C.,{'Size:': ' 25.4 Fluid Ounce'},Five Stars,1468281600,True,,All_Beauty
B00EYZY6LQ,,5,"I am in love with this conditioner. The foaming aerosol device is fun and easy to use. I have to use conditioner daily since I have very silky, straight hair that tangles really bad. My biggest issues with conditioner is that I use WAY too much. I don't really mean to, it just comes flying out of the bottle into my hand. I waste a lot of it. That doesn't happen with this aerosol foam formula. I press down on the top and the perfect amount comes foaming out. Awesome. This conditioner also washes out of my hair quickly. It doesn't feel heavy and thick like some other conditioners.

The conditioner itself smells amazing. It leaves a nice citrus aroma in your hair. Unfortunately, the scent does not last all day. After about an hour or so, I can no longer smell it. It does leave my hair feeling amazing. I didn't notice a huge volume improvement, but my hair is pretty thick to begin with. It did help with my frizz and my tangles. After using this conditioner, the brush runs through my hair very easily.

Overall, this conditioner is not perfect, but I love it. I would definitely buy more of this conditioner.","08 14, 2014",A39WWMBA0299ZF,C. Hamilton,,Great foaming conditioner,1407974400,False,,All_Beauty
B00W259T7G,,5,"Pr de Provence is known for the large blocks of savon de Marseille made with olive oil that are especially suited for use in the kitchen, but these newer artisanal bars are easier to handle.  They are made with vegetable oil only, no animal fat, and are quadruple-milled to last a long time.  They contain glycerin and shea butter as moisturizers, so that they don't dry out the skin as much as some soaps do.

The variety of fragrances is impressive, and they all smell so nice that its hard to decide on a favorite.  Agrumes (citrus) smells distinctly of grapefruit with lemony notes and the verbena smells as fresh as if you had just plucked a leaf from the bush and crushed it in your hand.  The almond, pomegranate, and mirabelle (plum) will make your mouth water.  The florals such as violette and angels trumpet are a pleasant change from  offensive artificial floral scents.  The milk, coconut, and green tea are more subdued fragrances and are a good choice for people who don't like strong fragrances.  They are all made with mostly natural ingredients, and some even have visible bits of almond, pomegranate, sage, etc.","09 7, 2017",A1UQBFCERIP7VJ,Margaret P.,"{'Size:': ' 250 Gram', 'Color:': ' Verbena'}",Natural fragrances,1504742400,False,,All_Beauty
B00006L9LC,,5,"Fast shipping, great price & product. 100% satisfaction.","03 21, 2016",AXQAIG2XT292S,Grandma Mary,{'Size:': ' 1'},great price & product,1458518400,True,,All_Beauty
B0009RF9DW,,5,It was just what I wanted.,"06 2, 2016",AVXT2TB9ZHYRF,Stephen Minton,{'Size:': ' 195'},Five Stars,1464825600,True,,All_Beauty
B00006L9LC,,5,Love this stuff makes my skin feel great the only brand I buy just wish it did not cost so much,"12 12, 2013",A3JXCMOICECC61,denise blandford denise blandford,{'Size:': ' 8.0 fl. oz.'},Great product,1386806400,True,,All_Beauty
B0000530HU,,1,I bought this to smell nice after I shave.  When I put it on I smelled awful.  I am 19 and I smelled like a grandmother with too much perfume.,"08 18, 2013",A3J034YH7UG4KT,Adam,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",Smells awful,1376784000,True,,All_Beauty
B00006L9LC,,5,The best hair product ever,"09 9, 2014",A2CA0MJP6O4ZZL,jack,{'Size:': ' 3'},I love it,1410220800,True,,All_Beauty
B00006L9LC,,5,I love it. It worked great!,"04 25, 2016",A3NXD25N4CDKXF,Roshena A.,{'Size:': ' 91'},Great,1461542400,True,,All_Beauty
B0009RF9DW,,5,Lathers well and smells great.,"04 7, 2018",A29PKN4LL05QGF,Danielle,{'Size:': ' 8.5oz'},Five Stars,1523059200,True,,All_Beauty
B00W259T7G,,5,"This soap smells absolutely wonderful. I could smell it as I was opening the box it was shipped in, not an overpowering fragrance, but an inviting one that made me want to unwrap it and go take a shower with it. It's funny how some soaps are overscented with an artificial smelling fragrance and others have a very natural fragrance that I just can't get enough of. This soap it's definitely the later. This is the perfect soap for someone like me, who isn't a morning person, to have in the shower. It makes me feel good and puts a smile on my face - even early in the morning. It makes me want to linger in the shower just to experience that fragrance. It's a good thing that it's shea butter enriched. It keeps my skin from feeling dry, even it a hot shower.

This soap lathers really well and seems to be fairly hard milled since it isn't shrinking too fast, even with repeated use.","08 31, 2017",A3S3R88HA0HZG3,PT Cruiser,"{'Size:': ' 150 Gram', 'Color:': ' Tiare'}",This soap smells wonderful!,1504137600,False,,All_Beauty
B001ET7FZE,,4,"I generally use Crest but the children like Colgate better.  I like that it is a kids' toothpaste so I don't have to stand over them to make them spit out.  It also tastes all right so they don't go kicking and screaming.  Well they do, but not because of the toothpaste.

The best thing about these is that they are standup pumps.  Before these arrived we had about five different toothpaste tubes on the counter.  They were making me grit my teeth.","09 5, 2016",A2503LT8PZIHAD,Trouble,{'Style Name:': ' Bubble Fruit'},Much neater on the counter,1473033600,False,,All_Beauty
B00006L9LC,,5,"It gets messy after the first few times, but clears out the head nicely. My son has no traces of eczema and very small amount of dandruff after less than two weeks of use.","04 4, 2018",A2KJR83EUJJNAX,Anyag.,{'Size:': ' Small'},but clears out the head nicely. My son has no traces of eczema and ...,1522800000,True,,All_Beauty
B00006L9LC,,5,"I was nervousness about the scent because IVe never tried this, but I love Paul Mitchell so I decided to try it.  It smells great!!!  This is a medium hold spray, so I'll use it when my hair is down (I use a stronger hold when I put my hair up).  Shipping speed was good to Alaska too.","02 8, 2013",A1D18EJF6LHYDV,Penny Allen,{'Size:': ' 80'},Smells great,1360281600,True,,All_Beauty
B00006L9LC,,5,Great set!,"07 28, 2015",ACDH4NYWRB1PR,CG,{'Size:': ' 494'},Great set!,1438041600,True,,All_Beauty
B00006L9LC,,1,Worst shampoo Ive ever used.  Was mostly water.  I could not get a good lather.  Hair never felt clean after use.  I cannot understand why so many good reviews.  Will not buy again!,"04 30, 2018",A2UM2UI2KVHG64,Lorie B.,{'Size:': ' Small'},Worst shampoo Ive ever used,1525046400,True,,All_Beauty
B00006L9LC,,5,"Great buy
Product works very wel;l.  Leaves skin smooth and soft
If you use Estee Lauder products,  Amnazon is great place to save money on them","01 27, 2014",A265U4400IMZN4,Elaine Blake,{'Size:': ' 1.7 oz'},Good Deal,1390780800,True,,All_Beauty
B00006L9LC,,5,"Great hair care products always leave my hair feeling clean and soft, ive tried a lot of products but these are my favorite","06 2, 2013",A2WA0B9CJ28E45,Rainy,{'Size:': ' 7'},Biolage,1370131200,True,,All_Beauty
B0009RF9DW,,5,"This shower gel went above my expectation. This was not overpowering like other shower gels full of musky cologne.
I have sensitive skin so this went on my skin without a problem. Thanks for the fast shipping.","08 19, 2013",A1CURM7FGX5UJP,ss.,{'Size:': ' 170'},Great shower gel,1376870400,True,,All_Beauty
B00W259T7G,,5,"Growing up my grandmother always had french milled soap in the guest room and to this day, it reminds me of her. This shea butter enriched version is different - not bad but just different. I actually like the fact it feels soothing and yet leaves skin feeling squeeky clean without any type of residue. This is long lasting but not as much as the standard milled soap I knew growing up. Nice fragrance - not overpowering but present. I actually added a different scent to my subscribe and save since I liked this so well.","08 29, 2017",A19XMHRB3G4DIR,AnAmazonCustomer,"{'Size:': ' 250 Gram', 'Color:': ' Lemongrass'}",Liked it so well that added to subscribe and save,1503964800,False,,All_Beauty
B00006L9LC,,5,love it. will continue to use all products from herline,"08 21, 2017",A37XI9VKWZWZKO,judith m dzyak,{'Size:': ' 352'},Five Stars,1503273600,True,,All_Beauty
B00006L9LC,,5,Good shampoo and conditioner.  I have always colored my hair and this set protects my color as it really cleans my hair.  The fragrance is nice and light.  Will buy again.,"09 1, 2013",A2HMKJTX67U6SO,S. L. CHANCE,{'Size:': ' 7'},Does what it claims..,1377993600,True,,All_Beauty
B000URXP6E,,5,"Got both products from this seller, shampoo and body wash. Both - top notch. 5 stars","05 12, 2018",AUS96J3A7A9MK,Kirk Wiper,{'Size:': ' Small'},Selenium is awesome!,1526083200,False,,All_Beauty
B00006L9LC,,5,I was a little hesitant to order this clip but glad I did. Nice for summer. Mine looks a little different but same type of pattern. Just waiting for more!  These clips are an everyday accessory for me.,"04 14, 2015",A313XPHJ3L9OPW,KS Senior,{'Size:': ' 505'},Love it!,1428969600,True,,All_Beauty
B0009RF9DW,,5,"I have had this shower gel once before, and it's amazing. Hard to find, too. One of The Body Shop's best scents, and it's usually only available seasonally! I wish they sold it in bigger bottles, but I was happy to find this.","04 14, 2014",A2KZH1QYHRJRB7,Proper Bostonian,{'Size:': ' 197'},Ah-Mazing!,1397433600,True,,All_Beauty
B0009RF9DW,,5,"It smells good, suitable for my needs, the price is cheap, I am very satisfied. I would recommend this product to my family and close friends.","05 26, 2013",AZD3ON9ZMEGL6,huangweixiong,{'Size:': ' 124'},i love it,1369526400,True,,All_Beauty
B00006L9LC,,5,Smells very nice.,"07 25, 2016",AHQ9P60N6NOAH,Beth,{'Size:': ' 281'},Five Stars,1469404800,True,,All_Beauty
B00006L9LC,,5,Great anti-frizz product!,"04 22, 2016",AUBJHP5EYBWWT,ursovain,{'Size:': ' 1'},Five Stars,1461283200,True,,All_Beauty
B00006L9LC,,5,"Very nice scrub. Not walnut or random shell pieces acting as your physical exfoliant in this product! Neither does it use plastic microbeads. Definitely cleans my face when I need to get rid of flaky skin, but it does not leave my skin tight or dry. Instead, my skin is soft and smooth - but not irritated, (I know this because my skin is not red, especially considering certain sections of my face still have healing blemishes). Will try the hair care products soon.","08 11, 2017",A34Z0P70GD9Y6Y,Maddy,{'Size:': ' 561'},Great exfoliator,1502409600,True,,All_Beauty
B0009RF9DW,,5,"I love this brand because the ingredients are all good enough to eat, its Paraben free and best of all, no animal testing. I first found it online by doing a search for things with pumpkin in it, and now I'm on my 4th bottle of this and I also recommend the body lotion and face creams, I am slowly becoming totally enamored with this brand and always look forward to trying more things.

This wash beats soap anytime in the shower; the orange gelee collapses on itself when poured and feels cool and refreshing especially in the morning. I love the scent, its very delicate, smell like soft fruit scented air, nothing aggressive and doesn't feel too organic and strange but fancy enough. There is ginko biloba and cucumber water, green tea, chamomile, orange and of course carrots, silky aloe, cleansing Dead Sea water and even spirulina extract, which I have drank before but never used in products. It feels very light and my skin always feels clean but light, never dry and uncomfortable. The bottle is also large and lasts a while, which is nice.

As I get older it becomes more important to me to use as little chemicals as possible, of course in today&iexcl;s world we are bombarded with them and its hard since they appear in everything but still, ever little thing counts. Parabens for example are used as preservatives and are generally considered safe because of low levels of toxicity, but lately I keep reading how traces are found in cancer lumps especially in women and simply knowing that a cosmetic doesn't have it makes me happy. And I love my cosmetics almost as much as books, the bathroom is always stacked : )

- Kasia S.","01 7, 2009",AIIR8E34EDKCQ,Kasia S.,{'Size:': ' 65'},Eat your greens and wash with them too,1231286400,False,4,All_Beauty
B00W259T7G,,4,This is kind of an old fashioned lux soap that you'd picture a circa 50's glamour girl using in a bath tub of bubbles.  The texture is rich and smooth and it feels so rich on your skin.  The soap is free from impurities and much of the chemical enhancements that you find in so many of the bars today.  I have very sensitive skin and this is the type of soap that my doc recommends - it has been a pleasure to try it out and have noticed no redness or dry skin after my bath.  I found this a real treat to use. Glamorous.,"09 2, 2017",ATECU14VUIOJ0,Miss Barbara,"{'Size:': ' 150 Gram', 'Color:': ' Milk'}",Glamorous,1504310400,False,,All_Beauty
B0009RF9DW,,5,"I really love this product! The first one that I received was in a Popsugar box and I have been addicted since. I get a new one about once a month. They have all smelled great and get a nice rich lather while giving a good exfoliation too! I don't ring it out, like the instructions say. I just hang it and let it dry between uses and it lasts even longer!","08 28, 2015",A1LNWQUWXMMZNG,Katie,{'Size:': ' 27'},Great alternative to a boring loofa!,1440720000,True,5,All_Beauty
B0009RF9DW,,5,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!,"12 29, 2014",A27IT9W7WU080F,johnny,{'Size:': ' 223'},amazing scent,1419811200,False,,All_Beauty
